"MainID","TaxonID","DataSourceID","BiotopeID","LocationID","TaxonName","CommonName","Reliability","SamplingInterval","datasetlength","ndatapoints","uniquevals","zerorun","zeros","propzeros","missingvals","propmissing","TaxonomicPhylum","TaxonomicClass","TaxonomicOrder","TaxonomicFamily","TaxonomicGenus","TaxonomicClass2","TaxonomicClass3","TaxonomicLevel","Mass_g","Length_mm","MinAge_mo","Lifespan_mo","Fertility","TrL","timescale_MinAge","timescale_Lifespan","timestep_MinAge","timestep_Lifespan","ExactName","Country","Continent","LongDD","LatDD","Biome","SamplingUnits","SourceTransform","Notes","data_rescale_case","monotonicR2"
9194,74,503,314,10650,"Alopex lagopus","Arctic fox",2,"annual",30,30,25,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Alopex ","Mammalia","Mammals","Species",5000,873,10,48,9,5,36,7.5,1.2,0.25,"S. (Sudur) Mulasysla and E. (Austur) Skaftafellssysla","Iceland","Europe",-15,64.5,"Terrestrial","Individuals killed","None","None",1,0.349155825744192
9200,207,505,9,153,"Parus major","Great tit",4,"annual",32,32,23,0,0,0,0,0,"Chordata","Aves","Passeriformes","Paridae","Parus ","Aves","Birds","Species",19,130,10,60,10,4,38.4,6.4,1.2,0.2,"Marley Wood, Wytham Wood","UK - England","Europe",1.08333333333333,51.6333333333333,"Terrestrial","Breeding pairs","None","None",1,0.0327371700206297
9232,47,518,326,10668,"Bupalus piniaria","Pine looper or Bordered white",3,"annual",37,37,20,0,0,0,0,0,"Arthropoda","Insecta","Lepidoptera","Geometridae","Bupalus ","Insecta","Insects","Species",0.0648,15,8,10,550,3,55.5,44.4,1.5,1.2,"Cannock Chase Forest, near Birmingham","UK - England","Europe",-2,52.6666666666667,"Terrestrial","Pupae","None","None",1,0.000317554569000543
9338,1,1,1,1,"Bonasa bonasia","Hazel grouse",4,"annual",30,30,12,3,9,0.3,0,0,"Chordata","Aves","Galliformes","Tetraonidae","Bonasa ","Aves","Birds","Species",429,375,10,60,8,3,36,6,1.2,0.2,"Pechoro-Ilych Reserve","Russian Federation","Europe",57,62,"Terrestrial","All Individuals","None","Sink dominated landscape",2,0.00236188527752216
9381,47,550,344,10725,"Bupalus piniaria","Pine looper or Bordered white",3,"annual",37,37,22,0,0,0,0,0,"Arthropoda","Insecta","Lepidoptera","Geometridae","Bupalus ","Insecta","Insects","Species",0.0648,15,8,10,550,3,55.5,44.4,1.5,1.2,"Tentsmuir","UK - Scotland","Europe",-2.83333333333333,56.4166666666667,"Terrestrial","Pupae","Log","The Forestry Commission divides each forest into compartments (5-10ha). Within a forest, about one in four compartments are surveyed, between Jan and March. The sampling method changed in 1962.",1,0.0364171367355183
9382,47,550,344,10726,"Bupalus piniaria","Pine looper or Bordered white",3,"annual",37,37,11,0,0,0,0,0,"Arthropoda","Insecta","Lepidoptera","Geometridae","Bupalus ","Insecta","Insects","Species",0.0648,15,8,10,550,3,55.5,44.4,1.5,1.2,"Kessock","UK - Scotland","Europe",-4.25,57.5333333333333,"Terrestrial","Pupae","Log","The Forestry Commission divides each forest into compartments (5-10ha). Within a forest, about one in four compartments are surveyed, between Jan and March. The sampling method changed in 1962.",1,0.311810169201507
9391,89,553,348,10729,"Canis lupus","Grey wolf or Timber wolf",4,"annual",48,48,23,3,8,0.166666666666667,0,0,"Chordata","Mammalia","Carnivora","Canidae","Canis ","Mammalia","Mammals","Species",45000,1535,24,180,6,5,24,3.2,0.5,0.0666666666666667,"Bialowieza Primeval Forest (Exploited forests in the Polish part)","Poland","Europe",24,52.75,"Terrestrial","All Individuals","None","1947-49 and 1951-57 are reconstructed numbers.",2,0.0730102083516787
9393,89,553,348,10731,"Canis lupus","Grey wolf or Timber wolf",4,"annual",48,48,23,2,5,0.104166666666667,0,0,"Chordata","Mammalia","Carnivora","Canidae","Canis ","Mammalia","Mammals","Species",45000,1535,24,180,6,5,24,3.2,0.5,0.0666666666666667,"Bialowieza Primaeval Forest (Belarussian part)","Belarus","Europe",24,52.75,"Terrestrial","All Individuals","None","In Belarussia 16 wolves were shot each year.",2,7.66293515041951e-05
9404,11931,558,81,10688,"Lynx lynx","Eurasian lynx",2,"annual",68,67,38,6,9,0.134328358208955,1,0.0147058823529411,"Chordata","Mammalia","Carnivora","Felidae","Lynx ","Mammalia","Mammals","Species",20000,1227,20,204,2,5,40.8,4,0.6,0.0588235294117647,"Finland","Finland","Europe",27,64,"Terrestrial","Individuals killed","None","None",2,0.536235505242291
9469,417,565,12,67,"Bonasa umbellus","Ruffed grouse",2,"annual",40,37,37,0,0,0,3,0.075,"Chordata","Aves","Galliformes","Tetraonidae","Bonasa ","Aves","Birds","Species",577,430,10,48,10,4,48,10,1.2,0.25,"Pennsylvania","USA","North America",-78,41,"Terrestrial","Individuals killed","None","None",1,0.466199522873926
9470,417,565,12,37,"Bonasa umbellus","Ruffed grouse",2,"annual",35,33,33,0,0,0,2,0.0571428571428572,"Chordata","Aves","Galliformes","Tetraonidae","Bonasa ","Aves","Birds","Species",577,430,10,48,10,4,42,8.75,1.2,0.25,"Connecticut","USA","North America",-73,42,"Terrestrial","Individuals killed","None","None",1,0.119662348258458
9488,416,565,12,37,"Lepus americanus","Snowshoe hare or American varying hare",2,"annual",33,32,31,0,0,0,1,0.0303030303030303,"Chordata","Mammalia","Lagomorpha","Leporidae","Lepus ","Mammalia","Mammals","Species",2000,450,12,60,16,3,33,6.6,1,0.2,"Connecticut","USA","North America",-73,42,"Terrestrial","Individuals killed","None","None",1,0.136963082377544
9489,78,565,12,29,"Mustela vison","North American mink",2,"annual",44,44,44,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela ","Mammalia","Mammals","Species",1000,560,12,120,5,5,44,4.4,1,0.1,"Saskatchewan","Canada","North America",-104,55,"Terrestrial","Pelts","None","See Main ID 445. Ostensibly same data from different source.",1,0.122574006945903
9490,78,565,12,21,"Mustela vison","North American mink",2,"annual",34,34,34,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela ","Mammalia","Mammals","Species",1000,560,12,120,5,5,34,3.4,1,0.1,"Manitoba","Canada","North America",-98,55,"Terrestrial","Pelts","None","See Main ID 437. Ostensibly same data from different source.",1,0.365890978656898
9491,79,565,12,29,"Ondatra zibethicus","Muskrat",2,"annual",44,44,44,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Muridae","Ondatra ","Mammalia","Mammals","Species",1000,575,12,60,18,4,44,8.8,1,0.2,"Saskatchewan","Canada","North America",-104,55,"Terrestrial","Pelts","None","See Main ID 9220. Ostensibly same data from different source. Note year shift.",1,0.0228714997956357
9492,79,565,12,21,"Ondatra zibethicus","Muskrat",2,"annual",34,34,34,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Muridae","Ondatra ","Mammalia","Mammals","Species",1000,575,12,60,18,4,34,6.8,1,0.2,"Manitoba","Canada","North America",-98,55,"Terrestrial","Pelts","None","See Main ID 9219. Ostensibly same data from different source.",1,0.637313749029023
9493,405,565,12,20,"Vulpes ","Fox",2,"annual",39,39,39,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Vulpes ","Mammalia","Mammals","Genus",5200,1100,12,144,5,4,39,3.25,1,0.0833333333333333,"British Columbia","Canada","North America",-125,55,"Terrestrial","Pelts","None","None",1,0.195278114704388
9494,405,565,12,19,"Vulpes ","Fox",2,"annual",39,39,39,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Vulpes ","Mammalia","Mammals","Genus",5200,1100,12,144,5,4,39,3.25,1,0.0833333333333333,"Alberta","Canada","North America",-115,55,"Terrestrial","Pelts","None","None",1,0.185736571653363
9495,405,565,12,29,"Vulpes ","Fox",2,"annual",44,44,44,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Vulpes ","Mammalia","Mammals","Genus",5200,1100,12,144,5,4,44,3.66666666666667,1,0.0833333333333333,"Saskatchewan","Canada","North America",-104,55,"Terrestrial","Pelts","None","None",1,0.141617760773078
9496,405,565,12,21,"Vulpes ","Fox",2,"annual",39,39,39,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Vulpes ","Mammalia","Mammals","Genus",5200,1100,12,144,5,4,39,3.25,1,0.0833333333333333,"Manitoba","Canada","North America",-98,55,"Terrestrial","Pelts","None","None",1,0.103725720795293
9497,405,565,12,26,"Vulpes ","Fox",2,"annual",39,39,39,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Vulpes ","Mammalia","Mammals","Genus",5200,1100,12,144,5,4,39,3.25,1,0.0833333333333333,"Ontario","Canada","North America",-88,52,"Terrestrial","Pelts","None","None",1,0.0593030946253831
9498,405,565,12,22,"Vulpes ","Fox",2,"annual",34,34,34,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Vulpes ","Mammalia","Mammals","Genus",5200,1100,12,144,5,4,34,2.83333333333333,1,0.0833333333333333,"New Brunswick","Canada","North America",-67,47,"Terrestrial","Pelts","None","None",1,0.31117476061888
9499,405,565,12,25,"Vulpes ","Fox",2,"annual",39,39,39,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Vulpes ","Mammalia","Mammals","Genus",5200,1100,12,144,5,4,39,3.25,1,0.0833333333333333,"Nova Scotia","Canada","North America",-63,45,"Terrestrial","Pelts","None","None",1,0.167370428953105
9500,59,565,12,29,"Canis latrans","Coyote or  Prarie wolf",2,"annual",44,44,44,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Canis ","Mammalia","Mammals","Species",15000,1300,12,180,6,5,44,2.93333333333333,1,0.0666666666666667,"Saskatchewan","Canada","North America",-104,55,"Terrestrial","Pelts","None","See Main ID 248. Ostensibly same data from different source.",1,0.28384339982747
9501,59,565,12,21,"Canis latrans","Coyote or  Prarie wolf",2,"annual",39,39,39,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Canis ","Mammalia","Mammals","Species",15000,1300,12,180,6,5,39,2.6,1,0.0666666666666667,"Manitoba","Canada","North America",-98,55,"Terrestrial","Pelts","None","See Main ID 245. Ostensibly same data from different source.",1,0.536986346276779
9502,59,565,12,10773,"Canis latrans","Coyote or  Prarie wolf",2,"annual",39,39,39,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Canidae","Canis ","Mammalia","Mammals","Species",15000,1300,12,180,6,5,39,2.6,1,0.0666666666666667,"Prairie provinces of Canada","Canada","North America",-105,55,"Terrestrial","Pelts","None","None",1,0.387720500254061
9503,55,565,12,21,"Martes pennanti","Fisher or  Pekan",2,"annual",34,34,34,0,0,0,0,0,"Chordata","Mammalia","Carnivora","Mustelidae","Martes ","Mammalia","Mammals","Species",2876,975,12,120,6,5,34,3.4,1,0.1,"Manitoba","Canada","North America",-98,55,"Terrestrial","Pelts","None","See Main ID 281. Similar data from different source.",1,0.0120010434898315
9517,11946,566,81,10784,"Callosobruchus chinensis","Seed beetle, Pulse beetle or Adzuki bean beetle",4,"annual",68,68,61,0,0,0,0,0,"Arthropoda","Insecta","Coleoptera","Bruchidae","Callosobruchus ","Insecta","Insects","Species",0.0025,3.5,0.5,5.9,60,3,1632,138.305084745763,24,2.03389830508475,"Unknown","Unknown","Unknown",NA,NA,"Terrestrial","All Individuals","None","Host species for Main IDs 9518 & 9519",1,0.00525815643406909
9518,11947,566,81,10784,"Neocatolaccus mamezophagus","Parasitoid wasp",4,"annual",68,68,62,0,0,0,0,0,"Arthropoda","Insecta","Hymenoptera","Pteromalidae","Neocatolaccus ","Insecta","Insects","Species",5e-04,2,0.4,1,36.1,3,2040,816,30,12,"Unknown","Unknown","Unknown",NA,NA,"Terrestrial","All Individuals","None","None",1,0.0194254139661963
9519,11948,566,81,10784,"Heterospilus prosopidis","Braconid wasp",4,"annual",67,67,59,0,0,0,0,0,"Arthropoda","Insecta","Hymenoptera","Braconidae","Heterospilus ","Insecta","Insects","Species",8e-04,2.3,1.8,2.6,200,3,446.666666666667,309.230769230769,6.66666666666667,4.61538461538461,"Unknown","Unknown","Unknown",NA,NA,"Terrestrial","All Individuals","None","None",1,0.0226159921603124
9586,46,26,47,8,"Dendrolimus pini","Pine-tree lappet",4,"annual",60,60,35,0,0,0,0,0,"Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Dendrolimus ","Insecta","Insects","Species",0.6291,44,8,10,450,3,90,72,1.5,1.2,"Wytham Wood","UK - England","Europe",-1.33333333333333,51.7,"Terrestrial","Pupae","None","Pupae.  Start and End dates relate to generation numbers, not calendar dates.",1,0.040890849415787
9598,398,26,47,10784,"Unknown Insect sp296","Hawkmoth",3,"annual",50,50,32,0,0,0,0,0,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Hyloicus ","Insecta","Insects","Species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown",NA,NA,"Terrestrial","Pupae","None","Pupae/m2.  Start and End dates relate to generation numbers, not calendar dates.",1,0.154643677965477
9612,44,26,47,343,"Panolis flammea","Pine beauty",3,"annual",60,60,35,0,0,0,0,0,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Panolis ","Insecta","Insects","Species",0.1452,20,8,11,520,3,90,65.4545454545455,1.5,1.09090909090909,"De Hoge Veluwe National Park","Netherlands","Europe",5.83333333333333,52.1666666666667,"Terrestrial","Pupae","None","Pupae.  Start and End dates relate to generation numbers, not calendar dates.",1,0.0101331304596772
9643,11983,584,47,10784,"Dendroctonus frontalis","Southern pine beetle",3,"annual",30,30,24,5,5,0.166666666666667,0,0,"Arthropoda","Insecta","Coleoptera","Scolytidae","Dendroctonus ","Insecta","Insects","Species",0.0018,4,2,24,25,3,180,15,6,0.5,"Unknown","Unknown","Unknown",NA,NA,"Terrestrial","All Individuals","None","All.  Start and End dates relate to generation numbers, not calendar dates.",2,0.00691972872956439
9646,11901,587,47,10784,"Lymantria dispar","Gypsy moth",3,"annual",33,33,28,0,0,0,0,0,"Arthropoda","Insecta","Lepidoptera","Lymantriidae","Lymantria ","Insecta","Insects","Species",0.765,35,2,6,400,3,198,66,6,2,"Unknown","Unknown","Unknown",NA,NA,"Terrestrial","Eggs","None","Eggs.  Start and End dates relate to generation numbers, not calendar dates.",1,0.0133886672529903
9688,44,26,355,119,"Panolis flammea","Pine beauty",3,"annual",60,60,20,0,0,0,0,0,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Panolis ","Insecta","Insects","Species",0.1452,20,8,11,520,3,90,65.4545454545455,1.5,1.09090909090909,"Letzlingen","Germany","Europe",11.5,52.45,"Terrestrial","All Individuals","None","Estimates made in December",1,0.0122715871302309
9689,45,26,355,119,"Hyloicus pinastri","Pine hawkmoth",3,"annual",50,49,17,0,0,0,1,0.02,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Hyloicus ","Insecta","Insects","Species",0.52,63,8,10,1100,3,75,60,1.5,1.2,"Letzlingen","Germany","Europe",11.5,52.45,"Terrestrial","All Individuals","None","Estimates made in December",1,0.150691390833247
9690,46,26,355,119,"Dendrolimus pini","Pine-tree lappet",3,"annual",60,59,26,0,0,0,1,0.0166666666666667,"Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Dendrolimus ","Insecta","Insects","Species",0.6291,44,8,10,450,3,90,72,1.5,1.2,"Letzlingen","Germany","Europe",11.5,52.45,"Terrestrial","All Individuals","None","Estimates made in December",1,0.0487474559958305
9691,47,26,355,119,"Bupalus piniaria","Pine looper or Bordered white",3,"annual",60,58,35,0,0,0,2,0.0333333333333333,"Arthropoda","Insecta","Lepidoptera","Geometridae","Bupalus ","Insecta","Insects","Species",0.0648,15,8,10,550,3,90,72,1.5,1.2,"Letzlingen","Germany","Europe",11.5,52.45,"Terrestrial","All Individuals","None","Estimates made in December",1,0.0574340502552103
9791,50,598,318,10511,"Apodemus sylvaticus","Wood mouse",3,"seasonal",40,40,31,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Muridae","Apodemus ","Mammalia","Mammals","Species",23,212,2,18,36,4,120,13.3333333333333,3,0.333333333333333,"Great Wood, Wytham Woods","UK - England","Europe",-1.33333333333333,51.7,"Terrestrial","All Individuals","None","Data obtained by combining figures from capture-mark-recapture and index trapping. Area estimated to be 12 acres(4.9ha). Method of trapping changed in 1952, 1954 & 1956. The first reading of the year was taken in April, May or June, the second in December.",1,0.00122583835240784
9792,51,598,318,10511,"Clethrionomys glareolus","Bank vole",3,"seasonal",40,40,36,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Muridae","Clethrionomys ","Mammalia","Mammals","Species",22,133,4,24,18,4,60,10,1.5,0.25,"Great Wood, Wytham Woods","UK - England","Europe",-1.33333333333333,51.7,"Terrestrial","All Individuals","None","Data obtained by combining figures from capture-mark-recapture and index trapping. Area estimated to be 12 acres(4.9ha). Method of trapping changed in 1952, 1954 & 1956. The first reading of the year was taken in April, May or June, the second in December.",1,0.0484512068353532
9793,12055,599,362,10805,"Pterocles namaqua","Namaqua sandgrouse",3,"annual",86,77,64,2,8,0.103896103896104,9,0.104651162790698,"Chordata","Aves","Pteroclidiformes","Pteroclididae","Pterocles ","Aves","Birds","Species",177,280,12,60,4,3,86,17.2,1,0.2,"Rooipoort, Kimberley","South Africa","Africa",24.0833333333333,-28.75,"Terrestrial","Individuals killed","None","Data are for winter population abundance indices ( mean daily hunting bag). An apparent population decline between 1950 and 1992 may be an artifact of increased sandgrouse dispersion in response to and increased number of artificial watering points on the estate and the surrounding area.",3,0.0875523814636906
9794,11192,600,81,10688,"Tetrao urogallus","Western capercaillie or Wood grouse",2,"annual",41,32,27,0,0,0,9,0.219512195121951,"Chordata","Aves","Galliformes","Tetraonidae","Tetrao ","Aves","Birds","Species",2950,900,10,120,8,3,49.2,4.1,1.2,0.1,"Finland","Finland","Europe",27,64,"Terrestrial","All Individuals","Index","None",1,0.451152422461697
9795,411,600,81,10688,"Tetrao tetrix","Black grouse",2,"annual",41,32,27,0,0,0,9,0.219512195121951,"Chordata","Aves","Galliformes","Tetraonidae","Tetrao ","Aves","Birds","Species",1083,500,14,60,8,4,35.1428571428571,8.2,0.857142857142857,0.2,"Finland","Finland","Europe",27,64,"Terrestrial","All Individuals","Index","None",1,0.284927171747658
9796,1,600,81,10688,"Bonasa bonasia","Hazel grouse",2,"annual",41,32,26,0,0,0,9,0.219512195121951,"Chordata","Aves","Galliformes","Tetraonidae","Bonasa ","Aves","Birds","Species",429,375,10,60,8,3,49.2,8.2,1.2,0.2,"Finland","Finland","Europe",27,64,"Terrestrial","All Individuals","Index","None",1,0.191847959486868
9797,11191,600,81,10688,"Lagopus lagopus","Willow grouse",2,"annual",41,32,27,0,0,0,9,0.219512195121951,"Chordata","Aves","Galliformes","Tetraonidae","Lagopus ","Aves","Birds","Species",550,390,10,84,7,3,49.2,5.85714285714286,1.2,0.142857142857143,"Finland","Finland","Europe",27,64,"Terrestrial","All Individuals","Index","None",1,0.256505572708282
9833,81,605,367,10820,"Myocastor coypus","Nutria or Coypu",4,"monthly",120,120,60,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Myocastoridae","Myocastor ","Mammalia","Mammals","Species",8000,896,8,72,6,3,15,1.66666666666667,0.125,0.0138888888888889,"East Anglia","UK - England","Europe",1,52.5,"Terrestrial","Females","x 10^n","None",1,0.423923598731216
9834,81,605,367,10820,"Myocastor coypus","Nutria or Coypu",4,"monthly",120,120,50,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Myocastoridae","Myocastor ","Mammalia","Mammals","Species",8000,896,8,72,6,3,15,1.66666666666667,0.125,0.0138888888888889,"East Anglia","UK - England","Europe",1,52.5,"Terrestrial","Males","x 10^n","None",1,0.338916144637468
9893,12067,613,12,10823,"Lanius excubitor","Northern shrike",2,"annual",36,36,26,0,0,0,0,0,"Chordata","Aves","Passeriformes","Laniidae","Lanius ","Aves","Birds","Species",66,250,12,96,7,5,36,4.5,1,0.125,"New England and adjoining states","USA","North America",-70.7833333333333,43,"Terrestrial","All Individuals","None","None",1,0.000330110599753226
9894,393,615,287,10825,"Clethrionomys rufocanus","Grey-sided vole, red-grey vole",2,"annual",30,30,20,1,4,0.133333333333333,0,0,"Chordata","Mammalia","Rodentia","Muridae","Clethrionomys ","Mammalia","Mammals","Species",39,133,4,24,18,4,90,15,3,0.5,"Central Kola Peninsula, Kol'skiy Poloustrov","Russian Federation","Europe",35,67.5,"Terrestrial","All Individuals","None","Data originally from Koshkina, TV. 1966. On the periodical changes in the numbers of voles. Bull. Mosc. Soc. Nat. Biol. Sec 71, 14-26.",2,0.0329181200291525
9917,390,614,81,10824,"Microtus agrestis","Field vole",3,"seasonal",48,48,24,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Muridae","Microtus ","Mammalia","Mammals","Species",27,160,1,18,15,4,288,16,6,0.333333333333333,"Pallasjarvi, Finnish Lapland","Finland","Europe",24,68,"Terrestrial","Trapped Individuals","Log","None",1,0.00396088755843908
9918,391,614,81,10824,"Microtus oeconomus","Root vole",3,"seasonal",48,48,17,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Muridae","Microtus ","Mammalia","Mammals","Species",32,155,1,18,18,4,288,16,6,0.333333333333333,"Pallasjarvi, Finnish Lapland","Finland","Europe",24,68,"Terrestrial","Trapped Individuals","Log","None",1,0.00550921989239026
9919,392,614,81,10824,"Clethrionomys rutilus","Northern red-backed vole",3,"seasonal",46,46,28,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Muridae","Clethrionomys ","Mammalia","Mammals","Species",23,133,4,24,18,4,69,11.5,1.5,0.25,"Pallasjarvi, Finnish Lapland","Finland","Europe",24,68,"Terrestrial","Trapped Individuals","Log","None",1,0.0553804696065755
9920,393,614,81,10824,"Clethrionomys rufocanus","Grey-sided vole, red-grey vole",3,"seasonal",46,46,18,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Muridae","Clethrionomys ","Mammalia","Mammals","Species",39,133,4,24,18,4,69,11.5,1.5,0.25,"Pallasjarvi, Finnish Lapland","Finland","Europe",24,68,"Terrestrial","Trapped Individuals","Log","None",1,0.000769996268143087
9921,51,614,81,10824,"Clethrionomys glareolus","Bank vole",3,"seasonal",46,46,25,0,0,0,0,0,"Chordata","Mammalia","Rodentia","Muridae","Clethrionomys ","Mammalia","Mammals","Species",22,133,4,24,18,4,69,11.5,1.5,0.25,"Pallasjarvi, Finnish Lapland","Finland","Europe",24,68,"Terrestrial","Trapped Individuals","Log","None",1,0.111482666420119
9923,12071,620,342,10714,"Microtus","Voles",3,"seasonal",38,37,19,2,2,0.0540540540540541,1,0.0263157894736842,"Chordata","Mammalia","Rodentia","Muridae","Microtus","Mammalia","Mammals","Genus",27,160,1,18,15,3,228,12.6666666666667,6,0.333333333333333,"Kauhava region, (South Ostrobothnia)","Finland","Europe",23.0833333333333,63.1,"Terrestrial","All Individuals","None","None",3,0.0468512691224566
