ID,SimNumber,RQAclass,PEclass,HVAclass,DTclass
40,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
41,Sim.59,chaotic,not chaotic,not chaotic,not chaotic
42,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
43,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
44,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
45,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
46,Sim.59,not chaotic,not chaotic,chaotic,not chaotic
47,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
48,Sim.59,chaotic,chaotic,not chaotic,not chaotic
49,Sim.59,chaotic,chaotic,chaotic,chaotic
50,Sim.59,chaotic,chaotic,not chaotic,chaotic
51,Sim.59,chaotic,chaotic,chaotic,chaotic
52,Sim.59,chaotic,chaotic,chaotic,chaotic
53,Sim.59,chaotic,chaotic,chaotic,chaotic
54,Sim.59,chaotic,chaotic,chaotic,chaotic
55,Sim.59,chaotic,chaotic,chaotic,chaotic
56,Sim.59,chaotic,chaotic,chaotic,not chaotic
57,Sim.59,chaotic,chaotic,chaotic,chaotic
58,Sim.59,chaotic,chaotic,chaotic,chaotic
59,Sim.59,chaotic,chaotic,chaotic,chaotic
60,Sim.59,chaotic,chaotic,chaotic,not chaotic
61,Sim.59,chaotic,chaotic,chaotic,chaotic
62,Sim.59,chaotic,chaotic,chaotic,not chaotic
63,Sim.59,not chaotic,chaotic,chaotic,chaotic
64,Sim.59,chaotic,chaotic,chaotic,chaotic
65,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
66,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
67,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
68,Sim.59,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.59,chaotic,not chaotic,not chaotic,not chaotic
71,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.59,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.59,not chaotic,chaotic,chaotic,not chaotic
75,Sim.59,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.59,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.59,not chaotic,chaotic,not chaotic,not chaotic
78,Sim.59,not chaotic,not chaotic,chaotic,not chaotic
79,Sim.59,not chaotic,chaotic,chaotic,not chaotic
80,Sim.59,not chaotic,chaotic,not chaotic,not chaotic
81,Sim.59,chaotic,not chaotic,not chaotic,not chaotic
82,Sim.59,chaotic,chaotic,not chaotic,not chaotic
83,Sim.59,chaotic,chaotic,not chaotic,not chaotic
84,Sim.59,chaotic,not chaotic,not chaotic,not chaotic
85,Sim.59,chaotic,not chaotic,chaotic,not chaotic
86,Sim.59,chaotic,not chaotic,chaotic,not chaotic
87,Sim.59,not chaotic,not chaotic,chaotic,not chaotic
88,Sim.59,not chaotic,not chaotic,chaotic,not chaotic
89,Sim.59,chaotic,not chaotic,chaotic,not chaotic
90,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
91,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
92,Sim.59,chaotic,not chaotic,not chaotic,not chaotic
93,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
94,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
95,Sim.59,not chaotic,not chaotic,not chaotic,not chaotic
96,Sim.59,not chaotic,not chaotic,chaotic,not chaotic
1,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
4,Sim.60,not chaotic,not chaotic,not chaotic,chaotic
5,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
7,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
8,Sim.60,chaotic,not chaotic,not chaotic,chaotic
9,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
12,Sim.60,chaotic,not chaotic,not chaotic,chaotic
13,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
16,Sim.60,chaotic,not chaotic,not chaotic,chaotic
17,Sim.60,chaotic,chaotic,not chaotic,chaotic
18,Sim.60,chaotic,chaotic,not chaotic,not chaotic
19,Sim.60,chaotic,chaotic,not chaotic,chaotic
20,Sim.60,chaotic,chaotic,not chaotic,not chaotic
21,Sim.60,chaotic,chaotic,not chaotic,chaotic
22,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
23,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
24,Sim.60,chaotic,chaotic,not chaotic,not chaotic
25,Sim.60,chaotic,chaotic,not chaotic,not chaotic
26,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
27,Sim.60,chaotic,chaotic,not chaotic,not chaotic
28,Sim.60,chaotic,chaotic,not chaotic,not chaotic
29,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
30,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
31,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
32,Sim.60,chaotic,chaotic,not chaotic,not chaotic
33,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
37,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
40,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
41,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
42,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
43,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
44,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
45,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
46,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
47,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
48,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
49,Sim.60,chaotic,chaotic,chaotic,chaotic
50,Sim.60,chaotic,chaotic,not chaotic,chaotic
51,Sim.60,chaotic,chaotic,not chaotic,chaotic
52,Sim.60,chaotic,chaotic,chaotic,chaotic
53,Sim.60,chaotic,chaotic,chaotic,chaotic
54,Sim.60,chaotic,chaotic,chaotic,chaotic
55,Sim.60,chaotic,chaotic,chaotic,chaotic
56,Sim.60,chaotic,chaotic,chaotic,chaotic
57,Sim.60,not chaotic,chaotic,chaotic,chaotic
58,Sim.60,chaotic,chaotic,chaotic,chaotic
59,Sim.60,chaotic,chaotic,chaotic,not chaotic
60,Sim.60,chaotic,chaotic,chaotic,chaotic
61,Sim.60,not chaotic,chaotic,chaotic,chaotic
62,Sim.60,chaotic,chaotic,chaotic,chaotic
63,Sim.60,not chaotic,chaotic,chaotic,not chaotic
64,Sim.60,chaotic,chaotic,chaotic,not chaotic
65,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
66,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
67,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
68,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
71,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.60,not chaotic,chaotic,chaotic,not chaotic
78,Sim.60,not chaotic,chaotic,not chaotic,not chaotic
79,Sim.60,not chaotic,chaotic,chaotic,not chaotic
80,Sim.60,not chaotic,not chaotic,chaotic,not chaotic
81,Sim.60,chaotic,chaotic,not chaotic,not chaotic
82,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
83,Sim.60,chaotic,not chaotic,not chaotic,not chaotic
84,Sim.60,chaotic,chaotic,not chaotic,not chaotic
85,Sim.60,not chaotic,chaotic,chaotic,not chaotic
86,Sim.60,not chaotic,not chaotic,chaotic,not chaotic
87,Sim.60,chaotic,not chaotic,chaotic,not chaotic
88,Sim.60,not chaotic,not chaotic,chaotic,not chaotic
89,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
90,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
91,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
92,Sim.60,not chaotic,not chaotic,chaotic,not chaotic
93,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
94,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
95,Sim.60,not chaotic,not chaotic,not chaotic,not chaotic
96,Sim.60,not chaotic,not chaotic,chaotic,not chaotic
1,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
4,Sim.61,chaotic,not chaotic,not chaotic,chaotic
5,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
7,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
8,Sim.61,chaotic,not chaotic,not chaotic,chaotic
9,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.61,not chaotic,not chaotic,not chaotic,chaotic
12,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
13,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.61,chaotic,not chaotic,not chaotic,chaotic
16,Sim.61,chaotic,not chaotic,not chaotic,chaotic
17,Sim.61,chaotic,chaotic,not chaotic,chaotic
18,Sim.61,chaotic,chaotic,not chaotic,not chaotic
19,Sim.61,chaotic,chaotic,not chaotic,not chaotic
20,Sim.61,chaotic,chaotic,not chaotic,not chaotic
21,Sim.61,chaotic,chaotic,not chaotic,not chaotic
22,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
23,Sim.61,chaotic,chaotic,not chaotic,chaotic
24,Sim.61,chaotic,chaotic,not chaotic,not chaotic
25,Sim.61,chaotic,chaotic,not chaotic,not chaotic
26,Sim.61,chaotic,chaotic,not chaotic,not chaotic
27,Sim.61,chaotic,chaotic,not chaotic,not chaotic
28,Sim.61,chaotic,chaotic,not chaotic,not chaotic
29,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
30,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
31,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
32,Sim.61,chaotic,chaotic,not chaotic,not chaotic
33,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
37,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
38,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
39,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
40,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
41,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
42,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
43,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
44,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
45,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
46,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
47,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
48,Sim.61,not chaotic,not chaotic,not chaotic,chaotic
49,Sim.61,not chaotic,chaotic,not chaotic,chaotic
50,Sim.61,chaotic,chaotic,chaotic,chaotic
51,Sim.61,not chaotic,chaotic,not chaotic,chaotic
52,Sim.61,chaotic,chaotic,not chaotic,chaotic
53,Sim.61,chaotic,chaotic,chaotic,chaotic
54,Sim.61,chaotic,chaotic,not chaotic,chaotic
55,Sim.61,chaotic,chaotic,chaotic,chaotic
56,Sim.61,chaotic,not chaotic,chaotic,chaotic
57,Sim.61,not chaotic,chaotic,chaotic,chaotic
58,Sim.61,chaotic,chaotic,chaotic,not chaotic
59,Sim.61,not chaotic,chaotic,chaotic,chaotic
60,Sim.61,not chaotic,chaotic,chaotic,chaotic
61,Sim.61,chaotic,chaotic,chaotic,not chaotic
62,Sim.61,not chaotic,chaotic,not chaotic,chaotic
63,Sim.61,not chaotic,chaotic,chaotic,chaotic
64,Sim.61,chaotic,chaotic,chaotic,not chaotic
65,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
66,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
67,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
68,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
71,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
78,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
79,Sim.61,not chaotic,chaotic,not chaotic,not chaotic
80,Sim.61,not chaotic,not chaotic,chaotic,not chaotic
81,Sim.61,chaotic,chaotic,not chaotic,not chaotic
82,Sim.61,chaotic,chaotic,not chaotic,not chaotic
83,Sim.61,chaotic,chaotic,not chaotic,not chaotic
84,Sim.61,chaotic,not chaotic,not chaotic,not chaotic
85,Sim.61,chaotic,not chaotic,chaotic,not chaotic
86,Sim.61,not chaotic,not chaotic,chaotic,not chaotic
87,Sim.61,chaotic,not chaotic,chaotic,not chaotic
88,Sim.61,not chaotic,chaotic,chaotic,not chaotic
89,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
90,Sim.61,not chaotic,not chaotic,chaotic,not chaotic
91,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
92,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
93,Sim.61,not chaotic,not chaotic,chaotic,not chaotic
94,Sim.61,not chaotic,not chaotic,chaotic,not chaotic
95,Sim.61,not chaotic,not chaotic,not chaotic,not chaotic
96,Sim.61,not chaotic,not chaotic,chaotic,not chaotic
1,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
3,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
4,Sim.62,chaotic,not chaotic,not chaotic,chaotic
5,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
7,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
8,Sim.62,chaotic,not chaotic,not chaotic,chaotic
9,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
12,Sim.62,chaotic,not chaotic,not chaotic,chaotic
13,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
16,Sim.62,chaotic,not chaotic,not chaotic,chaotic
17,Sim.62,chaotic,chaotic,not chaotic,chaotic
18,Sim.62,chaotic,chaotic,not chaotic,chaotic
19,Sim.62,chaotic,chaotic,not chaotic,not chaotic
20,Sim.62,chaotic,chaotic,not chaotic,not chaotic
21,Sim.62,chaotic,chaotic,not chaotic,not chaotic
22,Sim.62,chaotic,chaotic,not chaotic,not chaotic
23,Sim.62,chaotic,chaotic,not chaotic,chaotic
24,Sim.62,chaotic,chaotic,not chaotic,not chaotic
25,Sim.62,chaotic,chaotic,not chaotic,not chaotic
26,Sim.62,not chaotic,chaotic,not chaotic,not chaotic
27,Sim.62,chaotic,chaotic,not chaotic,not chaotic
28,Sim.62,not chaotic,chaotic,not chaotic,not chaotic
29,Sim.62,not chaotic,chaotic,not chaotic,chaotic
30,Sim.62,not chaotic,chaotic,not chaotic,not chaotic
31,Sim.62,not chaotic,chaotic,not chaotic,not chaotic
32,Sim.62,chaotic,chaotic,not chaotic,not chaotic
33,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
37,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
40,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
41,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
42,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
43,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
44,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
45,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
46,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
47,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
48,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
49,Sim.62,chaotic,chaotic,chaotic,chaotic
50,Sim.62,chaotic,chaotic,not chaotic,chaotic
51,Sim.62,chaotic,chaotic,chaotic,chaotic
52,Sim.62,chaotic,chaotic,chaotic,chaotic
53,Sim.62,chaotic,chaotic,chaotic,chaotic
54,Sim.62,chaotic,chaotic,chaotic,chaotic
55,Sim.62,chaotic,chaotic,not chaotic,chaotic
56,Sim.62,chaotic,not chaotic,not chaotic,chaotic
57,Sim.62,chaotic,chaotic,chaotic,chaotic
58,Sim.62,chaotic,chaotic,chaotic,chaotic
59,Sim.62,chaotic,chaotic,chaotic,chaotic
60,Sim.62,chaotic,chaotic,chaotic,not chaotic
61,Sim.62,chaotic,chaotic,chaotic,not chaotic
62,Sim.62,not chaotic,chaotic,chaotic,chaotic
63,Sim.62,chaotic,chaotic,chaotic,chaotic
64,Sim.62,chaotic,chaotic,chaotic,chaotic
65,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
66,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
67,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
68,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
71,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.62,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.62,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.62,not chaotic,chaotic,chaotic,not chaotic
76,Sim.62,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.62,not chaotic,chaotic,chaotic,not chaotic
78,Sim.62,not chaotic,not chaotic,chaotic,not chaotic
79,Sim.62,not chaotic,chaotic,not chaotic,not chaotic
80,Sim.62,not chaotic,chaotic,not chaotic,not chaotic
81,Sim.62,chaotic,chaotic,not chaotic,not chaotic
82,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
83,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
84,Sim.62,chaotic,chaotic,not chaotic,not chaotic
85,Sim.62,not chaotic,chaotic,chaotic,not chaotic
86,Sim.62,not chaotic,not chaotic,chaotic,not chaotic
87,Sim.62,chaotic,not chaotic,not chaotic,not chaotic
88,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
89,Sim.62,not chaotic,not chaotic,chaotic,not chaotic
90,Sim.62,not chaotic,not chaotic,chaotic,not chaotic
91,Sim.62,chaotic,not chaotic,chaotic,not chaotic
92,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
93,Sim.62,not chaotic,not chaotic,chaotic,not chaotic
94,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
95,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
96,Sim.62,not chaotic,not chaotic,not chaotic,not chaotic
1,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
4,Sim.63,chaotic,not chaotic,not chaotic,chaotic
5,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
7,Sim.63,chaotic,not chaotic,not chaotic,chaotic
8,Sim.63,chaotic,not chaotic,not chaotic,chaotic
9,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
12,Sim.63,chaotic,not chaotic,not chaotic,chaotic
13,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
16,Sim.63,chaotic,not chaotic,not chaotic,chaotic
17,Sim.63,chaotic,chaotic,not chaotic,chaotic
18,Sim.63,chaotic,chaotic,not chaotic,not chaotic
19,Sim.63,chaotic,chaotic,not chaotic,chaotic
20,Sim.63,chaotic,chaotic,not chaotic,not chaotic
21,Sim.63,chaotic,chaotic,not chaotic,not chaotic
22,Sim.63,chaotic,chaotic,not chaotic,not chaotic
23,Sim.63,chaotic,chaotic,not chaotic,not chaotic
24,Sim.63,chaotic,chaotic,not chaotic,not chaotic
25,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
26,Sim.63,chaotic,chaotic,not chaotic,not chaotic
27,Sim.63,chaotic,chaotic,not chaotic,chaotic
28,Sim.63,chaotic,chaotic,not chaotic,not chaotic
29,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
30,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
31,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
32,Sim.63,chaotic,chaotic,not chaotic,not chaotic
33,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.63,chaotic,chaotic,not chaotic,not chaotic
37,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
39,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
40,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
41,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
42,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
43,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
44,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
45,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
46,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
47,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
48,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
49,Sim.63,chaotic,chaotic,not chaotic,chaotic
50,Sim.63,chaotic,chaotic,not chaotic,chaotic
51,Sim.63,chaotic,chaotic,chaotic,chaotic
52,Sim.63,chaotic,chaotic,chaotic,chaotic
53,Sim.63,chaotic,chaotic,chaotic,chaotic
54,Sim.63,chaotic,chaotic,not chaotic,chaotic
55,Sim.63,chaotic,chaotic,chaotic,chaotic
56,Sim.63,chaotic,chaotic,chaotic,chaotic
57,Sim.63,not chaotic,chaotic,chaotic,chaotic
58,Sim.63,chaotic,chaotic,chaotic,not chaotic
59,Sim.63,chaotic,chaotic,chaotic,not chaotic
60,Sim.63,chaotic,chaotic,chaotic,chaotic
61,Sim.63,chaotic,chaotic,chaotic,not chaotic
62,Sim.63,not chaotic,chaotic,chaotic,chaotic
63,Sim.63,chaotic,chaotic,chaotic,chaotic
64,Sim.63,chaotic,chaotic,chaotic,chaotic
65,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
66,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
67,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
68,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
69,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
71,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.63,not chaotic,chaotic,chaotic,not chaotic
78,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
79,Sim.63,not chaotic,chaotic,not chaotic,not chaotic
80,Sim.63,not chaotic,not chaotic,chaotic,not chaotic
81,Sim.63,chaotic,chaotic,not chaotic,not chaotic
82,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
83,Sim.63,chaotic,chaotic,not chaotic,not chaotic
84,Sim.63,chaotic,chaotic,not chaotic,not chaotic
85,Sim.63,not chaotic,chaotic,chaotic,not chaotic
86,Sim.63,chaotic,not chaotic,chaotic,not chaotic
87,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
88,Sim.63,not chaotic,chaotic,chaotic,not chaotic
89,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
90,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
91,Sim.63,not chaotic,not chaotic,chaotic,not chaotic
92,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
93,Sim.63,chaotic,not chaotic,not chaotic,not chaotic
94,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
95,Sim.63,not chaotic,not chaotic,not chaotic,not chaotic
96,Sim.63,not chaotic,not chaotic,chaotic,not chaotic
1,Sim.64,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.64,chaotic,not chaotic,not chaotic,not chaotic
3,Sim.64,chaotic,not chaotic,not chaotic,chaotic
4,Sim.64,chaotic,not chaotic,not chaotic,chaotic
5,Sim.64,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.64,chaotic,not chaotic,not chaotic,not chaotic
7,Sim.64,chaotic,not chaotic,not chaotic,not chaotic
8,Sim.64,not chaotic,not chaotic,not chaotic,not chaotic
9,Sim.64,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.64,chaotic,not chaotic,not chaotic,not chaotic
11,Sim.64,chaotic,not chaotic,not chaotic,chaotic
12,Sim.64,chaotic,not chaotic,not chaotic,chaotic
13,Sim.64,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.64,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.64,not chaotic,not chaotic,not chaotic,not chaotic
